a,v0,ecarts,ecartsA,ecartsV,grad,diffA,diffV
2.0000028418065448,8.330002942579826,28.365157127260126,28.365157127259124,28.36515712725909,10.373923942097463,-10.018652574217413,-10.373923942097463
2.000005824688606,8.330006187471799,28.36508982193139,28.36508982193034,28.365089821930248,11.439738045737613,-10.516032489249483,-11.439738045737613
2.00000785022158,8.330009412200912,28.36501724546846,28.365017245467747,28.365017245467325,11.368683772161603,-7.140954494389007,-11.368683772161603
2.0000109540165774,8.330012898931656,28.364955345230783,28.36495534522969,28.364955345229554,12.292389328649733,-10.942358130705543,-12.292389328649733
2.000014037648704,8.330016466270783,28.364878464627207,28.36487846462612,28.36487846462595,12.576606422953773,-10.871303857129533,-12.576606422953773
2.00001770575008,8.33002008398615,28.36480080807682,28.364800808075525,28.364800808075543,12.931877790833823,-12.931877790833823,-12.754242106893798
2.000020920367792,8.330023913311324,28.3647161639543,28.364716163953165,28.36471616395295,13.500311979441904,-11.333156635373598,-13.500311979441904
2.0000239435104716,8.330027510851114,28.364633844909648,28.36463384490858,28.36463384490838,12.683187833317788,-10.658141036401503,-12.683187833317788
2.000026543406084,8.330030937070138,28.36455647507337,28.364556475072455,28.364556475072163,12.079226507921703,-9.166001291305292,-12.079226507921703
2.0000299192311273,8.330034726055858,28.364485831635456,28.364485831634266,28.36448583163412,13.358203432289883,-11.901590823981678,-13.358203432289883
2.0000328919638237,8.330038253026855,28.364402256200208,28.36440225619916,28.364402256198964,12.434497875801753,-10.480505352461478,-12.434497875801753
2.0000359553818576,8.330041679218077,28.364326308094498,28.364326308093418,28.36432630809329,12.079226507921703,-10.800249583553523,-12.079226507921703
2.000038585480454,8.330045317017285,28.364250617681126,28.3642506176802,28.364250617679843,12.825296380469808,-9.272582701669307,-12.825296380469808
2.000041286111087,8.330049065653835,28.36417703254883,28.36417703254788,28.36417703254751,13.216094885137863,-9.521272659185342,-13.216094885137863
2.0000449138141922,8.330052209663194,28.36410131026404,28.36410131026276,28.36410131026293,12.789769243681803,-12.789769243681803,-11.084466677857563
2.000048954661212,8.330055716433176,28.36402296133835,28.364022961336925,28.364022961337113,14.246381851990009,-14.246381851990009,-12.363443602225743
2.0000516250381777,8.330058900731746,28.363935631905058,28.363935631904116,28.363935631903935,11.226575225009583,-9.414691248821327,-11.226575225009583
2.000054214793743,8.330062326867512,28.363867211768888,28.363867211767975,28.36386721176768,12.079226507921703,-9.130474154517287,-12.079226507921703
2.0000572479240413,8.330066428143365,28.363796682271815,28.363796682270745,28.36379668227037,14.459544672718039,-10.693668173189508,-14.459544672718039
2.000059948510491,8.330069733338721,28.363712983979063,28.36371298397811,28.363712983977898,11.652900866465643,-9.521272659185342,-11.652900866465643
2.0000635660781567,8.330073260215276,28.363642742101923,28.363642742100648,28.36364274210068,12.754242106893798,-12.754242106893798,-12.434497875801753
2.00006673018101,8.330076797158274,28.363559775714805,28.36355977571369,28.363559775713558,12.470025012589758,-11.155520951433573,-12.470025012589758
2.000069350131568,8.33008058600985,28.36348162367645,28.363481623675526,28.363481623675113,13.358203432289883,-9.237055564881302,-13.358203432289883
2.000072524294005,8.330084163240532,28.363406285881787,28.363406285880668,28.363406285880526,12.612133559741778,-11.191048088221578,-12.612133559741778
2.000075829444444,8.330087851304741,28.363327527215823,28.363327527214658,28.363327527214523,13.002932064409833,-11.652900866465643,-13.002932064409833
2.000079396578259,8.330091609894891,28.363245973226164,28.363245973224906,28.36324597322484,13.251622021925868,-12.576606422953773,-13.251622021925868
2.0000828024754465,8.330094673187036,28.36316069535706,28.36316069535586,28.36316069535598,12.008172234345693,-12.008172234345693,-10.800249583553523
2.0000859967551983,8.330098572828247,28.363085763070945,28.36308576306982,28.36308576306957,13.749001936957939,-11.262102361797588,-13.749001936957939
2.0000882337521406,8.33010181748147,28.363002803798956,28.363002803798167,28.363002803797812,11.439738045737613,-7.887024366937112,-11.439738045737613
2.0000913474029725,8.330105646566635,28.362938360794647,28.36293836079355,28.362938360793297,13.500311979441904,-10.977885267493548,-13.500311979441904
2.0000946524985994,8.330109173345505,28.36285715177231,28.362857151771145,28.362857151771067,12.434497875801753,-11.652900866465643,-12.434497875801753
2.000097564602126,8.330112831108758,28.36277759280771,28.362777592806683,28.36277759280642,12.896350654045818,-10.267342531733448,-12.896350654045818
2.0001010409792643,8.330116428403363,28.36270069561768,28.362700695616454,28.36270069561641,12.683187833317788,-12.256862191861728,-12.683187833317788
2.0001037213086432,8.330120458973857,28.362618401036585,28.36261840103564,28.362618401035164,14.210854715202004,-9.450218385609332,-14.210854715202004
2.000107550339951,8.330124026018812,28.362539423004996,28.362539423003646,28.36253942300374,13.500311979441904,-13.500311979441904,-12.576606422953773
2.0001101701955553,8.330127955802219,28.36245366260936,28.362453662608438,28.362453662607976,13.855583347321954,-9.237055564881302,-13.855583347321954
2.0001125280591916,8.33013139183427,28.362376588783057,28.362376588782226,28.362376588781846,12.114753644709708,-8.313350008393172,-12.114753644709708
2.0001158129382484,8.330134586026482,28.36230846751283,28.36230846751167,28.362308467511703,11.581846592889633,-11.581846592889633,-11.262102361797588
2.000119037350856,8.330138233643245,28.362233239447356,28.36223323944622,28.36223323944607,12.860823517257813,-11.368683772161603,-12.860823517257813
2.0001225942709597,8.330141740182045,28.362153068951176,28.362153068949922,28.36215306894994,12.541079286165768,-12.541079286165768,-12.363443602225743
2.0001263023242504,8.330145377701713,28.362071020822306,28.362071020821,28.362071020821023,13.073986337985843,-13.073986337985843,-12.825296380469808
