a,dureeFeu,ecarts
2.125,33.0,102.2121987251186
2.125,33.2,116.80616765628841
2.125,33.4,130.92489060984747
2.125,33.6,146.0358340875472
2.125,33.8,163.1485078144801
2.125,34.0,181.7613090714516
2.125,34.2,198.53920326673085
2.125,34.4,216.09039214028658
2.125,34.6,229.81056824007567
2.125,34.8,242.34697188244417
2.125,35.0,256.3309657087085
2.125,35.2,271.2290535854277
2.125,35.4,238.5088485735562
2.125,35.6,203.93968165857984
2.125,35.8,212.62480527715095
2.125,36.0,159.35067296311178
2.125,36.2,121.24617032694856
2.125,36.400000000000006,129.32292064362042
2.125,36.6,138.55154779313074
2.125,36.8,148.37222216037617
2.125,37.0,159.6340755311886
2.125,37.2,170.87857512863098
2.125,37.400000000000006,183.87924467284137
2.125,37.6,197.6579831637129
2.125,37.8,211.96555002231852
2.125,38.0,227.52368117398493
2.125,38.2,199.9785175056913
2.125,38.400000000000006,215.6248218861972
2.125,38.6,233.38735144428637
2.125,38.8,251.65406150433904
2.125,39.0,223.17385091056468
2.125,39.2,224.19326369739682
2.125,39.400000000000006,202.43940031212227
2.125,39.6,165.48034850597196
2.125,39.8,157.83224317923515
2.15,20.0,288.09143421549464
2.15,20.2,304.9766901255175
2.15,20.4,323.29039744266566
2.15,20.6,294.9625034695572
2.15,20.8,263.15792593876154
2.15,21.0,220.96500730134215
2.15,21.2,241.60107839260158
2.15,21.4,252.34405886646516
2.15,21.6,105.122511472463
2.15,21.8,118.48479058400721
2.15,22.0,133.11754409331635
2.15,22.2,148.79699284250398
2.15,22.4,168.18101460064332
2.15,22.6,187.50076955024392
2.15,22.8,206.54724339047795
2.15,23.0,221.345410753296
2.15,23.2,237.11173507610062
2.15,23.4,249.76878959446944
2.15,23.6,260.6242369685971
2.15,23.8,273.4815820648769
2.15,24.0,288.0673136183279
2.15,24.2,285.3320983487445
2.15,24.4,258.9655925112117
2.15,24.6,248.18056660380256
2.15,24.8,222.76031736981867
2.15,25.0,224.18127200886983
2.15,25.2,113.31236251146856
2.15,25.4,123.72532296878406
2.15,25.6,132.95466068373213
2.15,25.8,111.14706373299327
2.15,26.0,119.54269984951314
2.15,26.2,131.0665961051355
2.15,26.4,144.59950923616185
2.15,26.6,159.7858484361911
2.15,26.8,176.3889580779138
2.15,27.0,194.71044816569776
2.15,27.2,214.42422822053265
2.15,27.4,232.66675130133112
2.15,27.6,250.36741891106686
2.15,27.8,266.279541170151
2.15,28.0,238.04042385772163
2.15,28.200000000000003,207.12866083593215
2.15,28.4,188.05921819865287
2.15,28.6,199.23774406817583
2.15,28.8,82.9865718895766
2.15,29.0,94.02664745764933
2.15,29.200000000000003,107.38256377728194
2.15,29.4,120.6761078361155
2.15,29.6,135.46512554192404
2.15,29.8,151.35526458360525
2.15,30.0,169.37433357236978
2.15,30.200000000000003,187.06998877236543
2.15,30.4,205.8228590516735
2.15,30.6,221.61334949213602
2.15,30.8,236.5709173593175
2.15,31.0,250.99086381533797
2.15,31.200000000000003,262.6398773494606
2.15,31.4,277.9461355521915
2.15,31.6,234.47762779229194
2.15,31.8,210.7189141708896
2.15,32.0,166.554981299863
2.15,32.2,159.5704724052153
2.15,32.4,68.86513777726107
2.15,32.6,78.73448572712752
2.15,32.8,89.71032519302557
2.15,33.0,101.9427519150161
2.15,33.2,116.47495118498067
2.15,33.4,130.46153165801562
2.15,33.6,145.7032769072058
2.15,33.8,162.49744385519986
2.15,34.0,181.20889917385705
2.15,34.2,198.061060602223
2.15,34.4,216.04708397159968
2.15,34.6,229.69894081422873
2.15,34.8,242.3708464668263
2.15,35.0,256.9213517897539
2.15,35.2,245.99437500446624
2.15,35.4,213.68410535761723
2.15,35.6,203.68247668246474
2.15,35.8,189.09375785256728
2.15,36.0,111.58018076524665
2.15,36.2,120.8761253280551
2.15,36.400000000000006,129.0411433860988
2.15,36.6,138.57140729976638
2.15,36.8,148.24116616352595
2.15,37.0,159.0739247360313
2.15,37.2,170.410958338151
2.15,37.400000000000006,183.4413822856393
2.15,37.6,197.33936333261795
2.15,37.8,211.40061881596816
2.15,38.0,185.03350610575046
2.15,38.2,199.6082319753985
2.15,38.400000000000006,215.24098511349575
2.15,38.6,234.46042474474507
2.15,38.8,219.8517302600374
2.15,39.0,222.05781385240726
2.15,39.2,206.67390249084326
2.15,39.400000000000006,177.5845447009004
2.15,39.6,144.44731425964903
2.15,39.8,157.57751282645063
2.175,20.0,287.9248002031927
2.175,20.2,305.14253732668374
2.175,20.4,313.2034976411625
2.175,20.6,271.69504582996103
2.175,20.8,252.98929278576426
2.175,21.0,221.40320398797428
2.175,21.2,241.83826164355142
2.175,21.4,128.39055793663732
2.175,21.6,105.05568198760179
2.175,21.8,118.25283671483683
2.175,22.0,132.78661146116522
2.175,22.2,148.52668929689003
2.175,22.4,167.85296589135038
2.175,22.6,187.30307275869984
2.175,22.8,206.25887512241826
2.175,23.0,221.0872744652417
2.175,23.2,236.99803119914515
2.175,23.4,249.61502761429045
2.175,23.6,260.5148994134675
2.175,23.8,273.33332625647245
2.175,24.0,288.4457656272772
2.175,24.2,276.2566639618555
2.175,24.4,240.5585613169059
2.175,24.6,205.6399259291667
2.175,24.8,223.26356637947163
2.175,25.0,224.0011977293619
2.175,25.2,113.09806009558397
2.175,25.4,123.55223276710011
2.175,25.6,132.79788647229722
2.175,25.8,110.93557023568403
2.175,26.0,119.32343069425504
2.175,26.2,130.6108691068098
2.175,26.4,144.05226462698602
2.175,26.6,159.29458603865868
2.175,26.8,175.88360725978237
2.175,27.0,194.10617671331954
2.175,27.2,213.91184820957815
2.175,27.4,232.23466301204525
2.175,27.6,250.12813179699108
2.175,27.8,248.39317242044174
2.175,28.0,224.7040962864928
2.175,28.200000000000003,179.65452037909424
2.175,28.4,187.32511519307542
2.175,28.6,181.8642213417766
2.175,28.8,82.80040482332821
2.175,29.0,93.50343021739761
2.175,29.200000000000003,107.04761617299846
2.175,29.4,120.01744426284374
2.175,29.6,135.10327371425373
2.175,29.8,150.79399842250785
2.175,30.0,168.94246325172895
2.175,30.200000000000003,186.47779059990967
2.175,30.4,205.3693338087449
2.175,30.6,221.2185973180371
2.175,30.8,236.1486441849379
2.175,31.0,250.64565471805523
2.175,31.200000000000003,262.6571070098932
2.175,31.4,257.34913301125664
2.175,31.6,228.19369212545024
2.175,31.8,184.27851691293608
2.175,32.0,166.95464937030852
2.175,32.2,159.5328854750586
2.175,32.4,68.72223692874405
2.175,32.6,78.46330038746274
2.175,32.8,89.28928645464879
2.175,33.0,101.57691178810789
2.175,33.2,116.0171381767671
2.175,33.4,129.96621184245555
2.175,33.6,145.18211671346148
2.175,33.8,161.8655877541098
2.175,34.0,180.56785818031972
2.175,34.2,197.98897729977145
2.175,34.4,215.5477914200049
2.175,34.6,229.53168612904784
2.175,34.8,242.93477751386584
2.175,35.0,257.80114446281993
2.175,35.2,225.9464189298945
2.175,35.4,203.4102814190598
2.175,35.6,203.41938557190937
2.175,35.8,150.14880383639084
2.175,36.0,111.7414152170431
2.175,36.2,120.53665928185994
2.175,36.400000000000006,128.85406610422075
2.175,36.6,138.5912030404769
2.175,36.8,147.96480939373134
2.175,37.0,158.55750904269655
2.175,37.2,170.04578070318476
2.175,37.400000000000006,183.06574598678492
2.175,37.6,197.00967365231426
2.175,37.8,210.85637740024237
2.175,38.0,184.46525389338188
2.175,38.2,199.46790950562968
2.175,38.400000000000006,215.25049650438598
2.175,38.6,234.37622802216364
2.175,38.8,219.080440146319
2.175,39.0,189.84386804891105
2.175,39.2,206.81550153525666
2.175,39.400000000000006,149.73769610095772
2.175,39.6,144.15206863012816
2.175,39.8,157.35882535156753
2.2,20.0,287.8774204466434
2.2,20.2,305.4402265307117
2.2,20.4,295.2368703272896
2.2,20.6,258.79182027500394
2.2,20.8,252.9534173637315
2.2,21.0,221.68271452687583
2.2,21.2,242.07621250340404
2.2,21.4,94.64372357691892
2.2,21.6,104.90995913459352
2.2,21.8,117.97101771116053
2.2,22.0,132.51153251377153
2.2,22.2,148.3250541310442
2.2,22.4,167.5405653787722
2.2,22.6,187.0359011807946
2.2,22.8,205.86785140242685
2.2,23.0,220.87279345651305
2.2,23.2,236.87868390107138
2.2,23.4,249.42229684818244
2.2,23.6,260.4464685902032
2.2,23.8,273.3300088899539
2.2,24.0,289.0345693078077
2.2,24.2,255.63147465063045
2.2,24.4,240.3039258893425
2.2,24.6,205.82946073237758
2.2,24.8,223.60800342239088
2.2,25.0,100.17169925518651
2.2,25.2,112.99238209833501
2.2,25.4,123.34219062493449
2.2,25.6,132.5680742138516
2.2,25.8,110.89062646198005
2.2,26.0,119.02543216498744
2.2,26.2,130.1344349515848
2.2,26.4,143.62701344945987
2.2,26.6,158.79655976534588
2.2,26.8,175.3673884176987
2.2,27.0,193.52548596064682
2.2,27.2,213.4217282531463
2.2,27.4,231.80573078194323
2.2,27.6,250.10360396436755
2.2,27.8,238.4061867175963
2.2,28.0,208.32541181257557
2.2,28.200000000000003,178.91745194681224
2.2,28.4,186.7004430155746
2.2,28.6,72.99276789480231
2.2,28.8,82.61028114825947
2.2,29.0,93.01782327636494
2.2,29.200000000000003,106.97702701202638
2.2,29.4,119.4118204214623
2.2,29.6,134.72527551466624
2.2,29.8,150.48401651571913
2.2,30.0,168.3697379385987
2.2,30.200000000000003,185.89328999259448
2.2,30.4,204.973913362777
2.2,30.6,221.2077492195083
2.2,30.8,236.11164533942252
2.2,31.0,250.35579137153363
2.2,31.200000000000003,263.2124768909232
2.2,31.4,240.23152446683625
2.2,31.6,200.5997406133297
2.2,31.8,175.95640221898157
2.2,32.0,167.02399855599148
2.2,32.2,61.017541991798005
2.2,32.4,68.59457899625444
2.2,32.6,78.35595230769412
2.2,32.8,88.88690810391478
2.2,33.0,101.18129308904469
2.2,33.2,115.45838874680652
2.2,33.4,129.48180414766153
2.2,33.6,144.68309168161556
2.2,33.8,161.31127451657377
2.2,34.0,180.16800361241087
2.2,34.2,197.66652276312723
2.2,34.4,215.00601372388783
2.2,34.6,229.3135087730853
2.2,34.8,243.7223253813418
2.2,35.0,235.68150111385236
2.2,35.2,203.359323717035
2.2,35.4,192.79139695308206
2.2,35.6,202.82827030350765
2.2,35.8,103.05836973118599
2.2,36.0,111.79586539052325
2.2,36.2,120.22610201576906
2.2,36.400000000000006,128.98924989674464
2.2,36.6,138.34686319123935
2.2,36.8,147.9637424679383
2.2,37.0,158.07342991745332
2.2,37.2,170.23797784028835
2.2,37.400000000000006,183.10259985242024
2.2,37.6,196.50415505383447
2.2,37.8,210.78090840526792
2.2,38.0,183.912491422968
2.2,38.2,199.32086342633846
2.2,38.400000000000006,216.02627780808177
2.2,38.6,202.26641448479694
2.2,38.8,204.0970957253433
2.2,39.0,189.89906720712065
2.2,39.2,162.8358358545448
2.2,39.400000000000006,129.34448819044547
2.2,39.6,143.9186072643804
2.2,39.8,157.17726266164834
2.225,20.0,287.8816571065439
2.225,20.2,305.99450776785113
2.225,20.4,277.8039160932619
2.225,20.6,239.37975490491937
2.225,20.8,200.19866576766265
2.225,21.0,221.9169801750372
2.225,21.2,236.18521646120942
2.225,21.4,94.51120481511998
2.225,21.6,104.72768399359956
2.225,21.8,117.84893570336956
2.225,22.0,132.25828124898302
2.225,22.2,148.13431236815578
2.225,22.4,167.19033228043136
2.225,22.6,186.7078895010614
2.225,22.8,205.4333703350063
2.225,23.0,220.67152652004333
2.225,23.2,236.71003148432817
2.225,23.4,249.22705409891833
2.225,23.6,260.52169001270266
2.225,23.8,273.53738315914677
2.225,24.0,269.831935651312
2.225,24.2,240.89247657161633
2.225,24.4,230.80501924726292
2.225,24.6,205.9546844607898
2.225,24.8,210.64817748049728
2.225,25.0,99.92381191849088
2.225,25.2,112.98451282680134
2.225,25.4,123.13254241015547
2.225,25.6,132.3310499072012
2.225,25.8,110.7393971118006
2.225,26.0,118.64336597821672
2.225,26.2,129.86703751451944
2.225,26.4,143.21898315648326
2.225,26.6,158.27852775891643
2.225,26.8,175.023950297657
2.225,27.0,193.08587427871558
2.225,27.2,212.98219290282165
2.225,27.4,231.50601848226376
2.225,27.6,250.68257419594505
2.225,27.8,217.6253292027834
2.225,28.0,195.67830406088905
2.225,28.200000000000003,178.20184888950234
2.225,28.4,186.05673722684875
2.225,28.6,72.68128446765212
2.225,28.8,82.55435365193321
2.225,29.0,92.57372683072256
2.225,29.200000000000003,106.93115985771438
2.225,29.4,118.83516485771078
2.225,29.6,134.27554385058278
2.225,29.8,150.15268085884688
2.225,30.0,167.6566395878591
2.225,30.200000000000003,185.32712966851383
2.225,30.4,204.42955327538183
2.225,30.6,220.9869799453116
2.225,30.8,236.03989269344498
2.225,31.0,250.50216387562241
2.225,31.200000000000003,264.5695435486018
2.225,31.4,216.90433519033002
2.225,31.6,200.1326444896226
2.225,31.8,156.86278803060233
2.225,32.0,151.21303036467958
2.225,32.2,60.9298880462771
2.225,32.4,68.48889475925345
2.225,32.6,78.23555488136002
2.225,32.8,88.50409832674148
2.225,33.0,100.7998682733711
2.225,33.2,114.88711455676126
2.225,33.4,128.99919953465192
2.225,33.6,144.1580717584324
2.225,33.8,160.782253573807
2.225,34.0,179.95799942991354
2.225,34.2,197.1483791440441
2.225,34.4,214.52566481672562
2.225,34.6,229.21162251505737
2.225,34.8,244.6024692681438
2.225,35.0,212.94586193259434
2.225,35.2,191.72244238357493
2.225,35.4,192.43793720370948
2.225,35.6,140.20894115579944
2.225,35.8,103.04801685598888
2.225,36.0,111.63370510999913
2.225,36.2,119.92797022934673
2.225,36.400000000000006,128.91615943224957
2.225,36.6,137.98619438279513
2.225,36.8,147.7195678147746
2.225,37.0,157.5979209180824
2.225,37.2,170.3480978894271
2.225,37.400000000000006,182.61755180495695
2.225,37.6,196.1767986607886
2.225,37.8,210.62949688808106
2.225,38.0,183.4086594587431
2.225,38.2,199.3053491657659
2.225,38.400000000000006,215.3138738706521
2.225,38.6,201.2775313512341
2.225,38.8,187.26060428442122
2.225,39.0,189.67395631437643
2.225,39.2,134.31623460209764
2.225,39.400000000000006,129.14877007650404
2.225,39.6,143.8498560415121
2.225,39.8,157.01846605299147
2.25,20.0,288.00620671949736
2.25,20.2,306.5787409099035
2.25,20.4,268.2963675967241
2.25,20.6,239.98985241475407
2.25,20.8,200.50815505556093
2.25,21.0,222.1657025340301
2.25,21.2,236.0478283523587
2.25,21.4,94.3496687342198
2.25,21.6,104.5141069866615
2.25,21.8,117.75897686894123
2.25,22.0,132.14209419737327
2.25,22.2,148.01545125791438
2.25,22.4,166.95551320309204
2.25,22.6,186.42331108572455
2.25,22.8,205.0566682665872
2.25,23.0,220.4632130202666
2.25,23.2,236.55386361191302
2.25,23.4,249.00193172410917
2.25,23.6,260.520014682191
2.25,23.8,274.14233195744004
2.25,24.0,252.81859985567536
2.25,24.2,223.65370056892067
2.25,24.4,186.97238049287915
2.25,24.6,205.93928890883802
2.25,24.8,210.6484816538436
2.25,25.0,99.7214222719528
2.25,25.2,113.04463573377613
2.25,25.4,122.90806343658582
2.25,25.6,132.05408436778512
2.25,25.8,110.52490287784477
2.25,26.0,118.26527974587339
2.25,26.2,129.48263215973452
2.25,26.4,142.70861004607798
2.25,26.6,157.71276865912995
2.25,26.8,174.61726385683255
2.25,27.0,192.71856378963474
2.25,27.2,212.7193190258814
2.25,27.4,231.35336479582654
2.25,27.6,225.4392291281585
2.25,27.8,192.32152172834455
2.25,28.0,165.63074348886596
2.25,28.200000000000003,177.51983608202508
2.25,28.4,171.4547785900637
2.25,28.6,72.39342888173823
2.25,28.8,82.46888766172813
2.25,29.0,92.17353344420461
2.25,29.200000000000003,106.62805206837656
2.25,29.4,118.2812842434206
2.25,29.6,133.81691691515613
2.25,29.8,149.65777028237358
2.25,30.0,166.9627449255163
2.25,30.200000000000003,184.85286982184545
2.25,30.4,203.82612627077145
2.25,30.6,220.64291179015322
2.25,30.8,235.85752651052513
2.25,31.0,250.9512905778918
2.25,31.200000000000003,237.46987943980528
2.25,31.4,199.26111840638828
2.25,31.6,167.78564273359927
2.25,31.8,157.11354048578968
2.25,32.0,97.16043458075312
2.25,32.2,60.808689323427615
2.25,32.4,68.42318521025344
2.25,32.6,78.05306246633673
2.25,32.8,88.1832488172114
2.25,33.0,100.4350448532081
2.25,33.2,114.32667917976303
2.25,33.4,128.53289751425504
2.25,33.6,143.70842791109334
2.25,33.8,160.33142025451224
2.25,34.0,179.5297366360817
2.25,34.2,196.71579127017395
2.25,34.4,214.13034467009135
2.25,34.6,229.37991961009607
2.25,34.8,221.54340175499814
2.25,35.0,205.81372153672743
2.25,35.2,182.08728684214333
2.25,35.4,192.02507844303568
2.25,35.6,105.44863296437165
2.25,35.8,103.10458508002829
2.25,36.0,111.40162056136222
2.25,36.2,119.63326882095339
2.25,36.400000000000006,128.69048481756684
2.25,36.6,137.59146736519637
2.25,36.8,147.32603197734952
2.25,37.0,157.13607168716783
2.25,37.2,170.02703467466705
2.25,37.400000000000006,182.11566824691994
2.25,37.6,195.73836032438493
2.25,37.8,210.24312007167754
2.25,38.0,183.0117341057489
2.25,38.2,199.93343759768538
2.25,38.400000000000006,182.44847886788602
2.25,38.6,184.90747416147838
2.25,38.8,171.26190448405805
2.25,39.0,169.56136584333944
2.25,39.2,114.94922309433113
2.25,39.400000000000006,128.98095943788024
2.25,39.6,143.8193054138068
2.25,39.8,156.88018897994866
2.275,20.0,288.27017283594364
2.275,20.2,285.1246561332257
2.275,20.4,253.46806739831288
2.275,20.6,231.61762199134046
2.275,20.8,200.7083282767037
2.275,21.0,222.42081072061728
2.275,21.2,83.15483162786855
2.275,21.4,94.16865367736128
2.275,21.6,104.30924268477543
2.275,21.8,117.60262020635602
2.275,22.0,132.0816519607147
2.275,22.2,147.96229745515345
2.275,22.4,166.69996241576598
2.275,22.6,186.1247870194385
2.275,22.8,204.69323738288836
2.275,23.0,220.3031455096875
2.275,23.2,236.4714898312732
2.275,23.4,248.86117595138487
2.275,23.6,260.6182155360545
2.275,23.8,274.87467587383753
2.275,24.0,238.84686607673726
2.275,24.2,223.3149886819836
2.275,24.4,186.92367496265643
2.275,24.6,205.87030694973475
2.275,24.8,84.51144077877211
2.275,25.0,99.52739036565406
2.275,25.2,113.05201935739315
2.275,25.4,122.80285130463957
2.275,25.6,105.42718932928076
2.275,25.8,110.32579060510099
2.275,26.0,117.9481760147777
2.275,26.2,129.04906755858747
2.275,26.4,142.2342210981086
2.275,26.6,157.20780800398373
2.275,26.8,174.22860304898512
2.275,27.0,192.34528167383712
2.275,27.2,212.61798205327736
2.275,27.4,231.36821122669312
2.275,27.6,205.86959060325796
2.275,27.8,192.78223260615312
2.275,28.0,165.20817390249988
2.275,28.200000000000003,176.90050493284883
2.275,28.4,62.48806964900555
2.275,28.6,72.14032643215589
2.275,28.8,82.39757884998396
2.275,29.0,91.77259955292992
2.275,29.200000000000003,106.10352290043218
2.275,29.4,117.78845980809841
2.275,29.6,133.35201183061199
2.275,29.8,149.11215227584012
2.275,30.0,166.33845501395126
2.275,30.200000000000003,184.6963579364456
2.275,30.4,203.24695635204904
2.275,30.6,220.37567483920236
2.275,30.8,235.6502649782242
2.275,31.0,251.57939692810913
2.275,31.200000000000003,233.56604934478196
2.275,31.4,200.00746904697945
2.275,31.6,167.8348643946465
2.275,31.8,157.5725020423961
2.275,32.0,53.645197744421054
2.275,32.2,60.71741040766671
2.275,32.4,68.33445056302922
2.275,32.6,77.83224384537331
2.275,32.8,87.90266236974585
2.275,33.0,100.10133289530214
2.275,33.2,113.79246999662735
2.275,33.4,128.0746227005476
2.275,33.6,143.4774812187052
2.275,33.8,159.90791352029558
2.275,34.0,178.9909630252645
2.275,34.2,196.3717015279672
2.275,34.4,213.83019728686352
2.275,34.6,230.10056247743918
2.275,34.8,220.3294291009235
2.275,35.0,190.99603783912164
2.275,35.2,181.74301115126306
2.275,35.4,168.9837704990399
2.275,35.6,93.85402452930322
2.275,35.8,102.96139773695046
2.275,36.0,111.14555034633388
2.275,36.2,119.36329079051703
2.275,36.400000000000006,128.45179442107474
2.275,36.6,137.21981624247968
2.275,36.8,146.90545555724404
2.275,37.0,156.72801696388723
2.275,37.2,169.4823536335213
2.275,37.400000000000006,181.6358184252132
2.275,37.6,195.40889577287848
2.275,37.8,210.21097529623685
2.275,38.0,182.7994365323527
2.275,38.2,200.66509283121096
2.275,38.400000000000006,185.2705408943431
2.275,38.6,168.1885453910346
2.275,38.8,171.17174161308427
2.275,39.0,116.2355047479551
2.275,39.2,114.65153148502598
2.275,39.400000000000006,128.82426921363333
2.275,39.6,143.6778382650179
2.275,39.8,156.73518627809045
2.3,20.0,288.7524723439201
2.3,20.2,270.56043652223315
2.3,20.4,217.39756935278737
2.3,20.6,179.48167399999582
2.3,20.8,200.87791040200622
2.3,21.0,217.61678026663114
2.3,21.2,83.14584577917317
2.3,21.4,94.02176443703858
2.3,21.6,104.19485009916073
2.3,21.8,117.38450782767669
2.3,22.0,132.0970240038271
2.3,22.2,147.9704130268283
2.3,22.4,166.4480394336707
2.3,22.6,185.9232716573762
2.3,22.8,204.4062059353613
2.3,23.0,220.1576165479591
2.3,23.2,236.3229361047047
2.3,23.4,248.76050362728523
2.3,23.6,260.96945367486774
2.3,23.8,255.39953132511562
2.3,24.0,233.78635743504103
2.3,24.2,212.43773842693926
2.3,24.4,186.789452698735
2.3,24.6,205.81030174749023
2.3,24.8,84.15242217560387
2.3,25.0,99.34069015947105
2.3,25.2,113.03222146850052
2.3,25.4,122.65484232632707
2.3,25.6,105.39629529647517
2.3,25.8,110.16333592714119
2.3,26.0,117.66604383446222
2.3,26.2,128.58394439484286
2.3,26.4,141.91617018868183
2.3,26.6,156.69062657856554
2.3,26.8,173.89220256757795
2.3,27.0,191.91299907142664
2.3,27.2,212.69969078666185
2.3,27.4,219.9071318353106
2.3,27.6,200.60232859560676
2.3,27.8,180.36329308833191
2.3,28.0,164.56947840071606
2.3,28.200000000000003,176.63147544025765
2.3,28.4,62.28632360999122
2.3,28.6,71.8684947383155
2.3,28.8,82.24226667352663
2.3,29.0,91.43635138250269
2.3,29.200000000000003,105.60924803401304
2.3,29.4,117.32430225455695
2.3,29.6,133.02381029681464
2.3,29.8,148.52751441321985
2.3,30.0,165.7110150645614
2.3,30.200000000000003,184.4969509734624
2.3,30.4,202.66764906550367
2.3,30.6,220.29959341612272
2.3,30.8,235.6222000192532
2.3,31.0,240.94999541803142
2.3,31.200000000000003,213.3921240202545
2.3,31.4,166.49110479139495
2.3,31.6,167.46337882185642
2.3,31.8,144.852246822283
2.3,32.0,53.68017070316275
2.3,32.2,60.61478380635072
2.3,32.4,68.23717988913891
2.3,32.6,77.60895665537532
2.3,32.8,87.66264447309035
2.3,33.0,99.82293394776651
2.3,33.2,113.28292800528385
2.3,33.4,127.64197183259796
2.3,33.6,143.2466318636394
2.3,33.8,159.53073918411158
2.3,34.0,178.4473945410694
2.3,34.2,196.23582769559232
2.3,34.4,213.66832747000907
2.3,34.6,216.4891935233095
2.3,34.8,199.61514554882214
2.3,35.0,171.13750489697657
2.3,35.2,181.3534767938844
2.3,35.4,122.63723314098132
2.3,35.6,93.7304846283403
2.3,35.8,102.78622433407176
2.3,36.0,110.94212737562458
2.3,36.2,119.11403851562861
2.3,36.400000000000006,128.1794862674497
2.3,36.6,136.85961950112087
2.3,36.8,146.46710202228786
2.3,37.0,156.3322384237679
2.3,37.2,168.88462075603093
2.3,37.400000000000006,181.15588576938225
2.3,37.6,194.98853233289188
2.3,37.8,211.09200384376032
2.3,38.0,183.0026692875581
2.3,38.2,166.0893554878042
2.3,38.400000000000006,171.53555646816375
2.3,38.6,152.97738683663025
2.3,38.8,171.01284478606203
2.3,39.0,98.27781355399685
2.3,39.2,114.3400741378441
2.3,39.400000000000006,128.6841665481864
2.3,39.6,143.4604163220411
2.3,39.8,156.60700976027658
2.325,20.0,289.3586893712836
2.325,20.2,254.41502201291559
2.325,20.4,217.72237171794634
2.325,20.6,179.5455578822134
2.325,20.8,201.02715295475713
2.325,21.0,217.37971685746263
2.325,21.2,83.13843979419512
2.325,21.4,93.9183466244823
2.325,21.6,104.18738253224453
2.325,21.8,117.17769751814946
2.325,22.0,132.04052328570617
2.325,22.2,148.0004762849049
2.325,22.4,166.1842493735304
2.325,22.6,185.72276657766184
2.325,22.8,204.26178263596543
2.325,23.0,220.02495984084845
2.325,23.2,236.1287237201511
2.325,23.4,248.7393720713958
2.325,23.6,261.43787371815966
2.325,23.8,245.39481285260274
2.325,24.0,205.5690135868151
2.325,24.2,167.89661516913512
2.325,24.4,186.78320313704998
2.325,24.6,192.32830816303237
2.325,24.8,83.80855036790643
2.325,25.0,99.07329496919667
2.325,25.2,113.02892863319481
2.325,25.4,122.54003192117506
2.325,25.6,105.42181511066767
2.325,25.8,110.05751202345365
2.325,26.0,117.50581373777815
2.325,26.2,128.16762361255257
2.325,26.4,141.57718542135092
2.325,26.6,156.22234548003306
2.325,26.8,173.63934733686438
2.325,27.0,191.5389720560559
2.325,27.2,212.71404002968137
2.325,27.4,206.75576975520113
2.325,27.6,175.8441742462285
2.325,27.8,150.2733269629178
2.325,28.0,164.0394130048671
2.325,28.200000000000003,159.9257280371864
2.325,28.4,62.101368310494436
2.325,28.6,71.62286549229457
2.325,28.8,82.04503545753468
2.325,29.0,91.11834775464555
2.325,29.200000000000003,105.1270329414058
2.325,29.4,116.89139331165245
2.325,29.6,132.79375327798445
2.325,29.8,147.9880458483907
2.325,30.0,165.16842189764327
2.325,30.200000000000003,184.39074861953753
2.325,30.4,202.17445260659568
2.325,30.6,220.24355576831022
2.325,30.8,235.88047919733475
2.325,31.0,224.2752733104433
2.325,31.200000000000003,187.4203361272277
2.325,31.4,158.0489998112165
2.325,31.6,166.99459825992164
2.325,31.8,64.15862013810703
2.325,32.0,53.682995426866995
2.325,32.2,60.513946434386945
2.325,32.4,68.16491892441445
2.325,32.6,77.39569031358644
2.325,32.8,87.43193407289502
2.325,33.0,99.67160006209394
2.325,33.2,112.82082228734225
2.325,33.4,127.29497458419387
2.325,33.6,142.95553604955842
2.325,33.8,159.21616943852243
2.325,34.0,177.954468418894
2.325,34.2,196.1041024737615
2.325,34.4,213.78100880608596
2.325,34.6,205.1397878275174
2.325,34.8,179.87150887786953
2.325,35.0,171.00419988289173
2.325,35.2,180.92409967122418
2.325,35.4,82.61878050003588
2.325,35.6,93.59741728446366
2.325,35.8,102.63874575707331
2.325,36.0,110.74991553383597
2.325,36.2,118.89035082357846
2.325,36.400000000000006,128.11244068937847
2.325,36.6,136.50847160932818
2.325,36.8,146.08841948809584
2.325,37.0,155.99553478857177
2.325,37.2,168.32711783462776
2.325,37.400000000000006,180.71681088319949
2.325,37.6,194.60229472194962
2.325,37.8,212.62645243027947
2.325,38.0,183.5202132816712
2.325,38.2,168.39519753483847
2.325,38.400000000000006,148.88947228949905
2.325,38.6,152.79148551515905
2.325,38.8,152.77535196189007
2.325,39.0,98.02591791287031
2.325,39.2,114.04236303972925
2.325,39.400000000000006,128.54999556238576
2.325,39.6,143.2178098917095
2.325,39.8,156.46615901350262
2.35,20.0,283.845728319253
2.35,20.2,234.55586355044397
2.35,20.4,218.05794062871612
2.35,20.6,179.56961904489066
2.35,20.8,201.22885971865554
2.35,21.0,97.98551067977058
2.35,21.2,83.04553180655016
2.35,21.4,93.77416888395679
2.35,21.6,104.11869068316034
2.35,21.8,116.91438354923464
2.35,22.0,131.969951755005
2.35,22.2,148.0017885333758
2.35,22.4,165.9354582641943
2.35,22.6,185.55378757285052
2.35,22.8,204.13568473545993
2.35,23.0,219.9410906771364
2.35,23.2,235.93655852995488
2.35,23.4,248.90093873063682
2.35,23.6,261.9277818177222
2.35,23.8,227.92654796645786
2.35,24.0,205.73268382122137
2.35,24.2,167.9874163231491
2.35,24.4,186.7430780066795
