a,dureeFeu,ecarts
1.55,22.6,453.16290182442833
1.55,22.8,422.9513193613234
1.55,23.0,399.52412983230124
1.55,23.2,416.6628252250932
1.55,23.4,399.86212555185455
1.55,23.6,270.15735507722525
1.55,23.8,281.3517301363567
1.55,24.0,293.8528623564214
1.55,24.2,309.30475664704124
1.55,24.4,325.97172938576415
1.55,24.6,345.38911795391516
1.55,24.8,363.6344501116986
1.55,25.0,380.7897834472264
1.55,25.2,395.5405753625222
1.55,25.4,409.3533586318621
1.55,25.6,420.04033629560945
1.55,25.8,429.3616457574307
1.55,26.0,438.7104648825722
1.55,26.2,450.1185461867907
1.55,26.4,469.2183060879732
1.55,26.6,423.0164854335467
1.55,26.8,370.81551501324793
1.55,27.0,355.17549121339584
1.55,27.2,370.1264383451958
1.55,27.4,328.2823535908032
1.55,27.6,262.2638793269848
1.55,27.8,276.95430757574604
1.55,28.0,290.05999507864385
1.55,28.200000000000003,303.1053132802972
1.55,28.4,313.90235572629933
1.55,28.6,324.6786609751105
1.55,28.8,335.7923899799546
1.55,29.0,346.11985804366543
1.55,29.200000000000003,358.33562638070555
1.55,29.4,369.3614400396491
1.55,29.6,383.8399811212851
1.55,29.8,398.0403762316212
1.55,30.0,414.12680996349707
1.55,30.200000000000003,432.8321825741592
1.55,30.4,451.74089897618586
1.55,30.6,437.70921476581395
1.55,30.8,403.95713342610634
1.55,31.0,391.37952598473385
1.55,31.200000000000003,382.43808355503836
1.55,31.4,345.9651328891907
1.55,31.6,298.2331135232669
1.55,31.8,308.6934338815502
1.55,32.0,318.40945802704726
1.55,32.2,328.71185481706954
1.55,32.4,337.79794921532175
1.55,32.6,348.5432151021866
1.55,32.8,360.3550391752902
1.55,33.0,332.87978743482415
1.55,33.2,346.3889444624007
1.55,33.4,360.1335173278692
1.55,33.6,372.5573729222138
1.55,33.8,388.5966552106578
1.55,34.0,403.896920827218
1.55,34.2,422.47219940404096
1.55,34.4,440.5870141727212
1.55,34.6,408.1133437475416
1.55,34.8,398.9504487934349
1.55,35.0,337.01668948026764
1.55,35.2,334.6424675873121
1.55,35.4,331.2460272959896
1.55,35.6,298.7820631692677
1.55,35.8,309.11216227920147
1.55,36.0,318.2252529291565
1.55,36.2,327.3894838843954
1.55,36.400000000000006,335.8322799247797
1.55,36.6,344.13451444782265
1.55,36.8,353.7632406747246
1.55,37.0,362.62458198351345
1.55,37.2,372.7074574665731
1.55,37.400000000000006,383.24043156456213
1.55,37.6,393.93445757420375
1.55,37.8,405.89709194781517
1.55,38.0,417.4597112227141
1.55,38.2,430.53125051336036
1.55,38.400000000000006,447.55560595599457
1.55,38.6,409.2315732566102
1.55,38.8,397.72345477654744
1.55,39.0,321.63205310923
1.55,39.2,329.6322364981009
1.55,39.400000000000006,320.5730075745529
1.55,39.6,306.25013505858817
1.55,39.8,317.7412562608343
1.575,20.0,327.276961106724
1.575,20.2,342.806769742719
1.575,20.4,362.2355341575699
1.575,20.6,351.1343312958426
1.575,20.8,371.2517427518842
1.575,21.0,389.990806080244
1.575,21.2,406.06110853794314
1.575,21.4,419.6560079951977
1.575,21.6,429.8625869279399
1.575,21.8,442.86513324325796
1.575,22.0,457.28060492369764
1.575,22.2,473.285056664035
1.575,22.4,462.8282901131482
1.575,22.6,435.1598496086117
1.575,22.8,424.09654016295354
1.575,23.0,399.5282756629879
1.575,23.2,389.9175614666415
1.575,23.4,257.9135933381929
1.575,23.6,269.82683076546107
1.575,23.8,281.3871072012883
1.575,24.0,293.52272984906665
1.575,24.2,308.86856020695427
1.575,24.4,325.3288385048704
1.575,24.6,344.41930655239264
1.575,24.8,362.89034849088625
1.575,25.0,380.28988007363046
1.575,25.2,394.8496772913788
1.575,25.4,408.4175299661082
1.575,25.6,419.17519272879576
1.575,25.8,429.08361268285785
1.575,26.0,438.93964582525894
1.575,26.2,450.9828259712267
1.575,26.4,425.49322868798646
1.575,26.6,382.0002515363723
1.575,26.8,337.1568673864125
1.575,27.0,352.0173765187646
1.575,27.2,327.65188977231
1.575,27.4,243.84757855650733
1.575,27.6,261.8779171654621
1.575,27.8,275.80255496993107
1.575,28.0,289.30937271777134
1.575,28.200000000000003,302.228404270295
1.575,28.4,313.7966751558692
1.575,28.6,323.5293267138376
1.575,28.8,335.0302681485723
1.575,29.0,345.7317793914767
1.575,29.200000000000003,357.58505976118516
1.575,29.4,369.02846036604524
1.575,29.6,383.0102102799412
1.575,29.8,397.04791665394197
1.575,30.0,413.30025850116795
1.575,30.200000000000003,433.40188441485816
1.575,30.4,426.3391867994229
1.575,30.6,389.2881658347493
1.575,30.8,376.6590216930816
1.575,31.0,369.15093074976176
1.575,31.200000000000003,337.0903609211737
1.575,31.4,286.39700522827115
1.575,31.6,297.67057772219613
1.575,31.8,307.5392633438925
1.575,32.0,317.53766591398835
1.575,32.2,327.6316712243057
1.575,32.4,337.8473394529302
1.575,32.6,347.99448909140386
1.575,32.8,322.033983583971
1.575,33.0,332.1623778349298
1.575,33.2,345.75964172735473
1.575,33.4,360.1156160482392
1.575,33.6,372.12873012509976
1.575,33.8,387.75160011902716
1.575,34.0,403.7798614618686
1.575,34.2,424.28514854870576
1.575,34.4,392.1718421384631
1.575,34.6,383.5339684883857
1.575,34.8,323.51314124809625
1.575,35.0,331.7742561843916
1.575,35.2,320.04484375446026
1.575,35.4,287.63011320863734
1.575,35.6,298.0817264860013
1.575,35.8,308.32936938543423
1.575,36.0,317.19024365735595
1.575,36.2,326.7683058151351
1.575,36.400000000000006,335.85893209874166
1.575,36.6,344.19142731599794
1.575,36.8,352.7451130037082
1.575,37.0,362.51822770505646
1.575,37.2,371.9310420685623
1.575,37.400000000000006,383.26988443734666
1.575,37.6,393.6966865505232
1.575,37.8,405.3962797841187
1.575,38.0,418.2155179733544
1.575,38.2,433.4332578036433
1.575,38.400000000000006,411.0441289694337
1.575,38.6,381.73784019516876
1.575,38.8,370.69398717480937
1.575,39.0,315.3047380006212
1.575,39.2,310.8531461335937
1.575,39.400000000000006,294.24279580128746
1.575,39.6,306.62344726060894
1.575,39.8,317.56105723784924
1.6,20.0,327.1637930309056
1.6,20.2,342.3792459484274
1.6,20.4,361.78823532277187
1.6,20.6,350.42473253721937
1.6,20.8,371.2727384724284
1.6,21.0,389.2460906047225
1.6,21.2,405.7301369328236
1.6,21.4,419.063038090241
1.6,21.6,429.6673680076643
1.6,21.8,442.6512482945881
1.6,22.0,457.3459270412674
1.6,22.2,463.4902347968779
1.6,22.4,434.7120078817981
1.6,22.6,404.7820970311665
1.6,22.8,381.4490762629661
1.6,23.0,399.82796194854046
1.6,23.2,380.61890417214266
1.6,23.4,257.620860735655
1.6,23.6,269.26328883826545
1.6,23.8,281.0662594787743
1.6,24.0,293.11728237703255
1.6,24.2,308.01952959511965
1.6,24.4,324.68874664113577
1.6,24.6,343.2292385278176
1.6,24.8,362.0355505152796
1.6,25.0,379.52610464135137
1.6,25.2,394.05297044200137
1.6,25.4,407.7944855388195
1.6,25.6,418.8077601788645
1.6,25.8,429.18358943603107
1.6,26.0,439.2523267144728
1.6,26.2,433.3247540012334
1.6,26.4,395.72430277038893
1.6,26.6,353.72896760081255
1.6,26.8,334.12606580826525
1.6,27.0,337.6450344388059
1.6,27.2,226.7266014376934
1.6,27.4,242.91740414252305
1.6,27.6,261.171980276232
1.6,27.8,274.709186793141
1.6,28.0,289.04469399599424
1.6,28.200000000000003,301.56377396246336
1.6,28.4,313.4435523133944
1.6,28.6,322.49279209638513
1.6,28.8,334.0807524028254
1.6,29.0,344.95662602425455
1.6,29.200000000000003,356.82078411479444
1.6,29.4,368.952011570478
1.6,29.6,381.95035252824954
1.6,29.8,396.9657978036462
1.6,30.0,413.8451145499002
1.6,30.200000000000003,415.8261145770565
1.6,30.4,396.1002636036244
1.6,30.6,380.55669173897377
1.6,30.8,378.7488887160488
1.6,31.0,322.66686837482126
1.6,31.200000000000003,273.8437389099616
1.6,31.4,286.16804115159397
1.6,31.6,297.0993705878452
1.6,31.8,306.59592246617245
1.6,32.0,317.1223578636086
1.6,32.2,326.6775153897104
1.6,32.4,338.090497388544
1.6,32.6,347.68002616757724
1.6,32.8,321.25157843849763
1.6,33.0,331.9140847010687
1.6,33.2,344.86187233658524
1.6,33.4,359.4435732990239
1.6,33.6,372.54826898629034
1.6,33.8,387.2071818777842
1.6,34.0,406.2235273439855
1.6,34.2,387.06331152599597
1.6,34.4,367.4233143966026
1.6,34.6,334.31126471178027
1.6,34.8,319.4731781313727
1.6,35.0,305.82769377728135
1.6,35.2,274.6722524521676
1.6,35.4,286.5668527030947
1.6,35.6,297.7286945301005
1.6,35.8,307.3353493155098
1.6,36.0,316.70880819394677
1.6,36.2,325.8843692323723
1.6,36.400000000000006,335.11774334410086
1.6,36.6,343.59837398365636
1.6,36.8,351.88843501159926
1.6,37.0,362.45813120271407
1.6,37.2,371.5544317971454
1.6,37.400000000000006,382.5259296102452
1.6,37.6,393.11968843776435
1.6,37.8,405.27890806980787
1.6,38.0,420.9488938837728
1.6,38.2,401.50574270876734
1.6,38.400000000000006,366.0387455320968
1.6,38.6,356.9598561527895
1.6,38.8,357.1247622216027
1.6,39.0,297.628660616572
1.6,39.2,282.3411645006709
1.6,39.400000000000006,293.8940068729303
1.6,39.6,306.39749695153205
1.6,39.8,317.11916635204017
1.625,20.0,326.97658599497623
1.625,20.2,342.15374975013225
1.625,20.4,328.3026036405123
1.625,20.6,349.73417284079494
1.625,20.8,370.73959554201474
1.625,21.0,388.49163139346894
1.625,21.2,405.6515061520495
1.625,21.4,418.61249071477965
1.625,21.6,429.84964140362405
1.625,21.8,442.29769291345804
1.625,22.0,457.8271695486384
1.625,22.2,439.42807537486317
1.625,22.4,417.2476995066117
1.625,22.6,379.5830311760263
1.625,22.8,381.14453834553353
1.625,23.0,378.15297214900875
1.625,23.2,244.162680403214
1.625,23.4,257.14462647159314
1.625,23.6,268.76744845197345
1.625,23.8,280.98289051393107
1.625,24.0,292.8080594249714
1.625,24.2,307.4633882418891
1.625,24.4,323.9766139787562
1.625,24.6,342.3488448488345
1.625,24.8,361.3774996640817
1.625,25.0,378.7052665775416
1.625,25.2,393.63787905346067
1.625,25.4,407.1698630291414
1.625,25.6,418.9659050632083
1.625,25.8,429.06980379146694
1.625,26.0,440.27109997010746
1.625,26.2,400.27979264608507
1.625,26.4,367.71025848779067
1.625,26.6,320.67374339415863
1.625,26.8,332.51613753976005
1.625,27.0,289.4576263419723
1.625,27.2,226.6322360463397
1.625,27.4,242.08128646186307
1.625,27.6,259.972987991908
1.625,27.8,274.0088846988086
1.625,28.0,288.48513979958767
1.625,28.200000000000003,300.981204876034
1.625,28.4,312.7063071671664
1.625,28.6,321.64877449699736
1.625,28.8,333.6390163239543
1.625,29.0,344.13135910916753
1.625,29.200000000000003,356.05634969404804
1.625,29.4,368.4096990540836
1.625,29.6,381.45145531793486
1.625,29.8,397.35611604940607
1.625,30.0,415.2421897702291
1.625,30.200000000000003,378.76189312978283
1.625,30.4,371.3651896619054
1.625,30.6,361.12086817841686
1.625,30.8,353.3114839606702
1.625,31.0,260.50746415603095
1.625,31.200000000000003,272.76985794655224
1.625,31.4,285.810068234409
1.625,31.6,296.67625669217273
1.625,31.8,305.9539701265638
1.625,32.0,316.74245126510766
1.625,32.2,326.32215745994546
1.625,32.4,337.6922432890594
1.625,32.6,346.90061619744324
1.625,32.8,321.10380441929186
1.625,33.0,332.4191580786494
1.625,33.2,343.9627347374799
1.625,33.4,358.66553725733297
1.625,33.6,373.30793168557483
1.625,33.8,388.6425461308879
1.625,34.0,378.364175777627
1.625,34.2,356.8071003700817
1.625,34.4,354.8864463030875
1.625,34.6,308.13616394761664
1.625,34.8,293.89810814786847
1.625,35.0,263.0205644476652
1.625,35.2,273.619224952288
1.625,35.4,286.1001082335089
1.625,35.6,296.9539124614266
1.625,35.8,306.5498669983374
1.625,36.0,316.2264628428012
1.625,36.2,324.97374947603674
1.625,36.400000000000006,334.48382694375897
1.625,36.6,342.9496227622027
1.625,36.8,351.46334366275323
1.625,37.0,362.0099623510273
1.625,37.2,371.46887074562125
1.625,37.400000000000006,381.7714448121601
1.625,37.6,393.8990049403383
1.625,37.8,408.22401604970474
1.625,38.0,390.79716249129297
1.625,38.2,351.2218269870042
1.625,38.400000000000006,342.5742328638005
1.625,38.6,338.44428095514684
1.625,38.8,285.1209751493213
1.625,39.0,268.63814126446874
1.625,39.2,281.999368144878
1.625,39.400000000000006,294.25420220579144
1.625,39.6,306.1718670617669
1.625,39.8,316.6763016098427
1.65,20.0,326.59317311342716
1.65,20.2,341.94533226610656
1.65,20.4,327.9593884562525
1.65,20.6,349.02765537923176
1.65,20.8,370.2034991316312
1.65,21.0,387.88308374547637
1.65,21.2,405.4820062084674
1.65,21.4,418.17138697188955
1.65,21.6,430.29879919367147
1.65,21.8,442.0891199970007
1.65,22.0,447.3096131119211
1.65,22.2,417.1548786183447
1.65,22.4,385.7389257660537
1.65,22.6,363.1000713517912
1.65,22.8,380.6727117841683
1.65,23.0,363.9325935738854
1.65,23.2,243.80729080399757
1.65,23.4,256.44956880328635
1.65,23.6,268.3239875702527
1.65,23.8,280.8149514075192
1.65,24.0,292.4422531156354
1.65,24.2,306.94316706138426
1.65,24.4,323.3243104759262
1.65,24.6,341.9130321690514
1.65,24.8,360.42635186143326
1.65,25.0,377.6744804697938
1.65,25.2,392.9755612773479
1.65,25.4,406.3249310257168
1.65,25.6,418.77683307713477
1.65,25.8,428.87914440136433
1.65,26.0,421.00285297823376
1.65,26.2,382.07165865015645
1.65,26.4,367.14763823458196
1.65,26.6,318.8689167198985
1.65,26.8,321.52821959013727
1.65,27.0,207.27707911289582
1.65,27.2,226.24869923948768
1.65,27.4,241.72045785167793
1.65,27.6,259.106154577495
1.65,27.8,273.8326607741713
1.65,28.0,287.64486812711993
1.65,28.200000000000003,300.0573429195094
1.65,28.4,311.79798749233873
1.65,28.6,320.8154011720992
1.65,28.8,332.5454442998093
1.65,29.0,343.4301099977165
1.65,29.200000000000003,355.33019043592043
1.65,29.4,368.44661959315016
1.65,29.6,381.32427908646304
1.65,29.8,398.69295324794086
1.65,30.0,384.27562693142227
1.65,30.200000000000003,352.4326356906906
1.65,30.4,341.7128184339841
1.65,30.6,338.65094066920466
1.65,30.8,306.36008605904533
1.65,31.0,259.53409366949063
1.65,31.200000000000003,272.2581334995113
1.65,31.4,285.0891671585782
1.65,31.6,295.74807318000677
1.65,31.8,305.7415142475317
1.65,32.0,315.7047320660761
1.65,32.2,325.59804170467964
1.65,32.4,336.90335371353103
1.65,32.6,346.4031044235456
1.65,32.8,320.8589699715453
1.65,33.0,332.28414876173554
1.65,33.2,343.346309978076
1.65,33.4,358.0933617111065
1.65,33.6,373.6530350751352
1.65,33.8,389.81409325277593
1.65,34.0,342.12327735393103
1.65,34.2,351.65175894528966
1.65,34.4,296.1652303443658
1.65,34.6,291.6142463620518
1.65,34.8,249.04440107710678
1.65,35.0,262.1674992766869
1.65,35.2,272.7225096171564
1.65,35.4,285.5269456637884
1.65,35.6,296.88957712012973
1.65,35.8,306.128718654083
1.65,36.0,316.0369735629136
1.65,36.2,324.4995926943669
1.65,36.400000000000006,334.16176413783865
1.65,36.6,343.1555047273347
1.65,36.8,351.6339612791689
1.65,37.0,361.0526886968027
1.65,37.2,371.4693393370279
1.65,37.400000000000006,381.6157298431241
1.65,37.6,396.00872879587155
1.65,37.8,378.09315253823337
1.65,38.0,362.95785301957847
1.65,38.2,328.7648905883575
1.65,38.400000000000006,321.8536943681002
1.65,38.6,310.6247773739127
1.65,38.8,253.79709371216836
1.65,39.0,268.15328335840707
1.65,39.2,281.7440751583992
1.65,39.400000000000006,294.50975217537393
1.65,39.6,306.001301136282
1.65,39.8,316.7370882091273
1.675,20.0,326.11171337221646
1.675,20.2,341.5150600056918
1.675,20.4,327.7136848905699
1.675,20.6,348.42025457056616
1.675,20.8,369.67275439888994
1.675,21.0,387.36084303306814
1.675,21.2,405.31142887871704
1.675,21.4,418.0395621047942
1.675,21.6,430.57325267612293
1.675,21.8,442.656316191163
1.675,22.0,431.69189520444064
1.675,22.2,398.69902235461115
1.675,22.4,387.1167950389864
1.675,22.6,362.1166240990992
1.675,22.8,364.2311463818557
1.675,23.0,228.8044219877942
1.675,23.2,243.36262663419365
1.675,23.4,255.82141473155963
1.675,23.6,267.882314269445
1.675,23.8,280.6656924879515
1.675,24.0,292.13097526222975
1.675,24.2,306.2773911331203
1.675,24.4,322.6328906540961
1.675,24.6,340.91919494588683
1.675,24.8,359.6538310397465
1.675,25.0,376.6236023560502
1.675,25.2,392.1413154897562
1.675,25.4,405.5189665114222
1.675,25.6,418.2893727371887
1.675,25.8,429.38776016410714
1.675,26.0,396.6291980588659
1.675,26.2,366.031476832129
1.675,26.4,323.3367485504167
1.675,26.6,317.36973210574973
1.675,26.8,245.35862549840203
1.675,27.0,206.60491764985608
1.675,27.2,225.47720284734518
1.675,27.4,241.57585653791034
1.675,27.6,258.35336749013493
1.675,27.8,273.8885175277437
1.675,28.0,287.1749721734143
1.675,28.200000000000003,299.09425319488815
1.675,28.4,310.8162853821091
1.675,28.6,320.4474363018614
1.675,28.8,331.35708377662485
1.675,29.0,343.66694156813435
1.675,29.200000000000003,355.22180023554637
1.675,29.4,368.1890115280338
1.675,29.6,381.53831508611904
1.675,29.8,377.0280438561013
1.675,30.0,359.7935150324668
1.675,30.200000000000003,344.75248916844254
1.675,30.4,343.82352799623396
1.675,30.6,312.93328696721653
1.675,30.8,245.50312045734717
1.675,31.0,258.5604323924352
1.675,31.200000000000003,271.77125133418906
1.675,31.4,284.4167822410576
1.675,31.6,294.8161843044606
1.675,31.8,304.9026532650616
1.675,32.0,314.5092207966379
1.675,32.2,325.035692321658
1.675,32.4,336.01602974172835
1.675,32.6,307.22971284587896
1.675,32.8,320.1496677091423
1.675,33.0,331.64624648062676
1.675,33.2,343.14193507053835
1.675,33.4,358.29442360645936
1.675,33.6,376.1605542256402
1.675,33.8,330.8190358569784
1.675,34.0,337.55752226702737
1.675,34.2,304.92453090906474
1.675,34.4,276.8331803940313
1.675,34.6,236.96337226346623
1.675,34.8,248.35918264314833
1.675,35.0,261.4399875291638
1.675,35.2,272.04723198955435
1.675,35.4,284.69901754250907
1.675,35.6,295.8399402588358
1.675,35.8,305.91697117028957
1.675,36.0,315.0395153462699
1.675,36.2,323.6733320407739
1.675,36.400000000000006,333.42686544997696
1.675,36.6,342.72869043303433
1.675,36.8,351.253549939893
1.675,37.0,360.37638362075836
1.675,37.2,371.7435951475475
1.675,37.400000000000006,383.6968946563816
1.675,37.6,366.14640300469745
1.675,37.8,357.5450495590907
1.675,38.0,313.63226199716655
1.675,38.2,326.31168244515743
1.675,38.400000000000006,295.920883310778
1.675,38.6,279.56193136282786
1.675,38.8,253.23404498209936
1.675,39.0,268.00758663456446
1.675,39.2,282.0987010975052
1.675,39.400000000000006,294.0929068702893
1.675,39.6,305.65527131251605
1.675,39.8,317.11019237216567
1.7,20.0,325.75277394010516
1.7,20.2,340.9643255967367
1.7,20.4,327.2064546981091
1.7,20.6,347.94041402142295
1.7,20.8,369.2693651212706
1.7,21.0,387.07122276096914
1.7,21.2,404.975095825951
1.7,21.4,418.1266706736785
1.7,21.6,430.7767323366201
1.7,21.8,443.4787475883969
1.7,22.0,400.94920393781905
1.7,22.2,367.4838077283789
1.7,22.4,341.30554913015743
1.7,22.6,361.43942246505725
1.7,22.8,364.9057745538679
1.7,23.0,228.4345370020902
1.7,23.2,243.27597960330488
1.7,23.4,255.26584752405944
1.7,23.6,267.4836844143342
1.7,23.8,280.287892069338
1.7,24.0,291.9410899281213
1.7,24.2,305.80579270572053
1.7,24.4,322.41277975926783
1.7,24.6,339.9865059498988
1.7,24.8,359.0118719464034
1.7,25.0,375.7707857618002
1.7,25.2,391.62663532351564
1.7,25.4,405.03030453045005
1.7,25.6,418.0919046994713
1.7,25.8,405.46207674364473
1.7,26.0,367.0957879252408
1.7,26.2,308.0429417127365
1.7,26.4,302.03352280433455
1.7,26.6,302.758901331905
1.7,26.8,187.585274154392
1.7,27.0,205.69917462254443
1.7,27.2,224.44430668990574
1.7,27.4,240.90847029743645
1.7,27.6,257.29102091930287
1.7,27.8,273.7120663402295
1.7,28.0,286.23453989641104
1.7,28.200000000000003,298.36783686698857
1.7,28.4,309.90812808130147
1.7,28.6,320.439853275842
1.7,28.8,330.2694416845147
1.7,29.0,342.83442156995613
1.7,29.200000000000003,354.6229769433049
1.7,29.4,368.1093249817609
1.7,29.6,382.6580929787093
1.7,29.8,350.64457186952495
1.7,30.0,334.7211189056799
1.7,30.200000000000003,323.50396072696617
1.7,30.4,321.4514864742278
1.7,30.6,230.07192724299054
1.7,30.8,245.10745439052715
1.7,31.0,258.2762565754932
1.7,31.200000000000003,270.97804054284205
1.7,31.4,283.3265150815764
